Type,Date,Document Number,Description,Qty. Sold,Sales Price,Revenue,Address: Billing Address State,Customer,School District,Year,,,
Invoice,10/28/19,INV18849,Replace audio cables that were missing from panel to amp.,1,$250.00,$250.00,WA,Lakeview Elementary School,Lake Washington School District 414,2019,,,
Invoice,7/1/19,INV18511,Safari Montage K-6 Supplemental Content Package (Renewal),1,$250.00,$250.00,AK,Nome Public Schools,Nome Public Schools,2019,,,
Invoice,4/22/19,INV18357,ActivConnect1 G-Series collaboration device,1,$249.00,$249.00,CA,Robertson High School,Fremont Unified School District,2019,,,
Invoice,5/7/19,INV18394,"Wall Mount-U-Cam for Cambridge X37NST, WX33NST and P9 WX33NST, 49"" (up to) short-throw wall mount includes universal projector mount with gear adjustments, includes extended legs for Cambridge Short Throw Projectors",1,$249.00,$249.00,CA,Bret Harte Union High School District,Bret Harte Union High School District,2019,,,
Invoice,1/4/19,INV18159,"Wall Mount-U-Cam for Cambridge X37NST, WX33NST and P9 WX33NST, 49"" (up to) short-throw wall mount includes universal projector mount with gear adjustments, includes extended legs for Cambridge Short Throw Projectors",1,$249.00,$249.00,NV,Spanish Springs Elementary School,Washoe County School District,2019,,,
Invoice,11/20/19,INV18902,Optoma Technology Dual Stud Ultra Short Throw. Compact telescopic arm. Adjustable.,1,$248.74,$248.74,WA,Immaculate Conception Regional School,PRIVATE,2019,,,
Invoice,10/22/19,INV18838,"AE Charger, Dual USB Wall Mount Charger Block, for XD Microphones",15,$16.00,$240.00,WA,Shelton School District 309,Shelton School District 309,2019,,,
Invoice,8/31/19,INV18705,UNPLUGD for ProColor Series 2 (XX2) panel,3,$79.00,$237.00,WA,Chestnut Hill Academy,PRIVATE,2019,,,
Invoice,9/19/19,INV18745,Audio Enhancement CA-60 Amp,1,$225.00,$225.00,CA,Los Banos Unified School District,Los Banos Unified School District,2019,,,
Invoice,10/24/19,INV18846,Audio Enhancement CA-60 Amp,1,$225.00,$225.00,CA,Pacheco High School,Los Banos Unified School District,2019,,,
Invoice,7/30/19,INV18577,Installation of ceiling mounted projector. Will use current ceiling mount & used projector - school supplied. Room 236,1,$225.00,$225.00,NV,Edward Pine Middle School,Washoe County School District,2019,,,
Invoice,4/4/19,INV18328,"PRM-10/20 replacement bulb (a 6"" lens offet to the left side of the projector). Also compatible with SU70, XU73, XU74, XU83, XU84, XU86, XU87 & XL40 projectors. (AKA POA-LMP126 or L1039)",2,$112.00,$224.00,NV,Hidden Valley Elementary School,Washoe County School District,2019,,,
Invoice,4/4/19,INV18328,PRM-32-35 replacement lamp,2,$112.00,$224.00,NV,Hidden Valley Elementary School,Washoe County School District,2019,,,
Invoice,2/25/19,INV18246,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,2,$112.00,$224.00,NV,Dayton High School,Lyon County School District,2019,,,
Invoice,6/3/19,INV18443,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,2,$112.00,$224.00,NV,Smith Valley Elementary School,Lyon County School District,2019,,,
Invoice,4/29/19,INV18375,Replace VGA in room 377 to docking station (Plenum cable),1,$210.00,$210.00,WA,Rose Hill Junior High School,Lake Washington School District 414,2019,,,
Invoice,2/12/19,INV18231,Salamander C-Frame 30 Low Profile Shelving Kit A,2,$102.66,$205.32,WA,Snohomish County PUD,OTHER,2019,,,
Invoice,2/27/19,INV18253,Salamander C-Frame 30 Low Profile Shelving Kit A,2,$102.66,$205.32,WA,Snohomish County PUD,OTHER,2019,,,
Invoice,9/16/19,INV18717,"Audio Enhancement ceiling speaker kit. Includes 1 ceiling speaker, 1 tile and 1 of 50' - plenum speaker and wire. KIT IS FOR ONE SPEAKER ONLY",2,$100.00,$200.00,WA,The Northwest School,PRIVATE,2019,,,
Invoice,11/20/19,INV18901,"Audio Enhancement Power Supply 24V, 2.5A",5,$40.00,$200.00,CA,Los Banos Unified School District,Los Banos Unified School District,2019,,,
Invoice,8/13/19,INV18617,"Audio Enhancement TearDrop Microphone Kit - Teacher Mic Kit - Includes teardrop microphone, 1 AA Battery, and Charger (KIT)",1,$200.00,$200.00,WA,Marysville School District 25,Marysville School District 25,2019,,,
Invoice,11/6/19,INV18865,Move existing power outlet on the ceiling to accommodate new projector location. **If Power does not need to be moved credit will be issued**,1,$200.00,$200.00,WA,Monroe School District 103,Monroe School District 103,2019,,,
Invoice,1/2/19,INV18152,Washoe County Lead/Asbestos procedure,1,$200.00,$200.00,NV,Jerry Whitehead Elem School,Washoe County School District,2019,,,
Invoice,9/26/19,INV18764,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,4,$49.99,$199.96,CA,Eastside High School,PRIVATE,2019,,,
Invoice,7/3/19,INV18517,Airtame 2 Wireless Connection,1,$199.50,$199.50,WA,Dieringer School District 343,Dieringer School District 343,2019,,,
Invoice,6/17/19,INV18471,Airtame 2 Wireless HDMI Dongle Version 2,1,$199.50,$199.50,WA,Bethel School District,Bethel School District,2019,,,
Invoice,11/18/19,INV18895,ActivConnect OPS - AP PC for Android.,1,$199.00,$199.00,AK,Credit Union 1,COMPANY,2019,,,
Invoice,6/5/19,INV18447,ActivConnect OPS - AP PC for Android.,1,$199.00,$199.00,NV,Spanish Springs Elementary School,Washoe County School District,2019,,,
Invoice,5/28/19,INV18430,ActivConnect1 G-Series collaboration device,1,$199.00,$199.00,NV,University of Nevada Reno,COLLEGE,2019,,,
Invoice,3/18/19,INV18289,Airtame 2 Wireless Connection (Demo unit pricing),1,$199.00,$199.00,WA,Mukilteo School District 6,Mukilteo School District 6,2019,,,
Invoice,4/24/19,INV18363,Airtame 2 Wireless Connection DEMO UNIT,1,$199.00,$199.00,WA,Olympia School District,Olympia School District,2019,,,
Invoice,11/6/19,INV18869,Audio Enhancement XD Teardrop STD14 Microphone,1,$199.00,$199.00,WA,St. Joseph School,PRIVATE,2019,,,
Invoice,6/20/19,INV18491,PRM-32-35 replacement lamp,2,$99.00,$198.00,WA,North Star Online School,Washoe County School District,2019,,,
Invoice,2/1/19,INV18193,PRM-32-35 replacement lamp,2,$99.00,$198.00,WA,Woodland School District 404,Woodland School District 404,2019,,,
Invoice,4/17/19,INV18355,Promethean PRM-45 replacement lamp. Also for PRM-45A projector.,2,$99.00,$198.00,CA,Skycrest Elementary,San Juan Unified School Distict,2019,,,
Invoice,6/11/19,INV18455,UST-Lamp - Replacement lamp for ultra short-throw projector. Also known as UST-P1 lamp.,2,$99.00,$198.00,NV,Sutro Elementary School,Lyon County School District,2019,,,
Invoice,10/7/19,INV18798,"AE Microphone XD Handheld Mic Kit - includes HH mic, 1 LiON Battery, USB Cable (KIT)",1,$195.00,$195.00,CA,Antelope Valley High School District,Antelope Valley High School District,2019,,,
Invoice,10/7/19,INV18798,"AE Microphone XD Teacher Mic Kit - includes Pendant mic, 1LiON Battery, USB PS & Cable (KIT)",1,$195.00,$195.00,CA,Antelope Valley High School District,Antelope Valley High School District,2019,,,
Invoice,7/3/19,INV18515,Smart Learning Suite 4yr Extended Maintenance. Priced per quantity.,3,$64.02,$192.06,OR,Lake Washington School District 414,Lake Washington School District 414,2019,,,
Invoice,11/27/19,INV18920,Smart Learning Suite 4yr Extended Maintenance. Priced per quantity.,3,$64.02,$192.06,OR,Lake Washington School District 414,Lake Washington School District 414,2019,,,
Invoice,11/25/19,INV18915,Battery Li-iON Battery Pack for XD Mics. 3.7V 700 mAh 2.6Wh,6,$32.00,$192.00,WA,White River School District 416,White River School District 416,2019,,,
Invoice,8/12/19,INV18600,"ACT Cables with Sock: Includes the following items: 15' HDMI Cable 15' USB Cable 15"" Cable Sock Zip Ties Zip Tie Wall base",2,$95.00,$190.00,WA,Construction Industry Training Council,COMPANY,2019,,,
Invoice,11/14/19,INV18888,Additional Service Adjust previously mounted panels,2,$95.00,$190.00,WA,Sacred Heart Catholic School,PRIVATE,2019,,,
Invoice,10/15/19,INV18818,"Service - T&M (Time and Material) we'll only charge the labor it takes to complete. Current rate is for 2 hours. Will update if needed upon completion. WILL BE WORKED ON AT THE TIME OF SMART BOARD INSTALLATION - Project 6792 Per customers notes: location: Tech Lab (front projection + surround sound receiver) issue: rear speakers are not putting out sound - specifically only the front dual and center mount speakers are working things tried: factory reset the Onkyo receiver tried adjustments on both receiver and with remote, adjusted system preferences - actually got better sound via the 1/8 audio cable than from HDMI. found a few speaker cables loose and put those back in and tightened them up checked at least one wall speaker and wires were ok I can’t tell if: displayport to HDMI cable is not rated for 7.1 audio (I did find adapters on Amazon that take an HDMI signal and extract the audio signal - letting you connect in a variety of ways including optical audio), the receiver is just worn out and not pumping enough power to the rear speakers (when you use system preferences and switch the laptop to OUTPUT-> headphones, and you select TV/CD (where it is plugged into the back via RCA) you can BARELY hear the rear speakers) I can’t tell what’s changed because this used to work!",2,$95.00,$190.00,WA,Bertschi School,PRIVATE,2019,,,
Invoice,12/5/19,INV18923,ActivConnect OPS - AP PC for Android.,1,$189.00,$189.00,NV,Damonte Ranch High School,Washoe County School District,2019,,,
Invoice,12/5/19,INV18924,ActivConnect OPS - AP PC for Android.,1,$189.00,$189.00,NV,Damonte Ranch High School,Washoe County School District,2019,,,
Invoice,10/7/19,INV18800,ActivConnect OPS - AP PC for Android.,1,$189.00,$189.00,NV,Sutro Elementary School,Lyon County School District,2019,,,
Invoice,10/24/19,INV18844,Peerless Universal Precision Gear Projector Mount,1,$189.00,$189.00,WA,Lakewood School District 306,Lakewood School District 306,2019,,,
Invoice,10/24/19,INV18844,Ultraslim Hdmi Hdbaset Receiver,1,$187.50,$187.50,WA,Lakewood School District 306,Lakewood School District 306,2019,,,
Invoice,7/11/19,INV18528,Lenovo Tiny VESA Mount II- system mounting bracket. System mounting bracket - for ThinkCentre M700; M715q; M72e; M900; M92; M92p; M93p,10,$17.57,$175.70,CA,Quartz Hill High School,Antelope Valley High School District,2019,,,
Invoice,4/11/19,INV18346,Add-on lowering panels in the 2 first grade rooms.,1,$170.00,$170.00,WA,Chestnut Hill Academy,PRIVATE,2019,,,
Invoice,3/27/19,INV18309,Certified Installation - Projector swap on a Promethean ActivBoard from a UST P-1 projector to a UST P-2 projector. (2 hour minimum for installation),2,$85.00,$170.00,NV,The Goddard School Issaquah,PRIVATE,2019,,,
Invoice,3/27/19,INV18312,CITC Marysville ROOM 119: Remove and replace HDMI cable in this room.,1,$170.00,$170.00,WA,Construction Industry Training Council,COMPANY,2019,,,
Invoice,3/14/19,INV18276,Installation of 6 ActivConnects. Labor only.,1,$170.00,$170.00,NV,Elizabeth Lenz Elem School,Washoe County School District,2019,,,
Invoice,8/22/19,INV18654,Installation of Vivitek DW884ST projector in room 106,1,$170.00,$170.00,NV,Silver Stage Middle School,Lyon County School District,2019,,,
Invoice,10/3/19,INV18791,POWERLITE 685W PROJECTOR projector swap,2,$85.00,$170.00,WA,Seattle Preparatory School,PRIVATE,2019,,,
Invoice,6/26/19,INV18506,"Remove 10Touch 78"" ActivBoard with Projector & Boom in room A-2",1,$170.00,$170.00,NV,Miguel Sepulveda Elem School,Washoe County School District,2019,,,
Invoice,8/13/19,INV18622,"Room 115c Completed These rooms are across the hall from each other and have SMART 55"" and 70"" 4000 Series screens. Take down screens and swap them",1,$170.00,$170.00,WA,French American School of Puget Sound,PRIVATE,2019,,,
Invoice,10/1/19,INV18778,"Room 138, 115c These rooms are across the hall from each other and have SMART 55"" and 70"" 4000 Series screens. Take down screens and swap them",1,$170.00,$170.00,WA,French American School of Puget Sound,PRIVATE,2019,,,
Invoice,12/19/19,INV18964,ACT Certified Installation -Retrofit NEW Boxlight Projector onto Promethean original projector boom.,1,$165.00,$165.00,CA,Heritage Oak Private Education,PRIVATE,2019,,,
Invoice,12/19/19,INV18965,ACT Certified Installation -Retrofit NEW Boxlight Projector onto Promethean original projector boom.,1,$165.00,$165.00,CA,Heritage Oak Private Education,PRIVATE,2019,,,
Invoice,8/20/19,INV18641,AE Tile Bridge CS-12,16,$10.00,$160.00,WA,Walla Walla School District,Walla Walla School District,2019,,,
Invoice,10/17/19,INV18825,"AE Charger, Dual USB Wall Mount Charger Block, for XD Microphones",10,$16.00,$160.00,WA,Lake Washington School District 414,Lake Washington School District 414,2019,,,
Invoice,7/16/19,INV18532,Promethean Remote Control for ActivPanel 5-6 & I-series,20,$8.00,$160.00,WA,Mukilteo School District 6,Mukilteo School District 6,2019,,,
Invoice,3/11/19,INV18265,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,2,$79.99,$159.98,CA,Desert Pathways High School,Antelope Valley High School District,2019,,,
Invoice,5/13/19,INV18406,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,2,$79.99,$159.98,CA,R. Rex Parris Continuation School,Antelope Valley High School District,2019,,,
Invoice,10/17/19,INV18826,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,2,$79.99,$159.98,CA,R. Rex Parris Continuation School,Antelope Valley High School District,2019,,,
Invoice,11/25/19,INV18914,AE Wall Mount Power Supply - 24VDC 2A,2,$79.00,$158.00,CA,Pacheco High School,Los Banos Unified School District,2019,,,
Invoice,8/23/19,INV18658,Chief P-Series Universal Interface Bracket. 200 lbs. weight capacity.,1,$156.00,$156.00,WA,French American School of Puget Sound,PRIVATE,2019,,,
Invoice,9/19/19,INV18749,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",2,$78.00,$156.00,NV,Billinghurst Middle School,Washoe County School District,2019,,,
Invoice,2/5/19,INV18217,Adjusted fee from 200.00 to 150.00 Washoe County SD Lead/ Asbestos procedures,1,$150.00,$150.00,NV,Robert Mcqueen High School,Washoe County School District,2019,,,
Invoice,2/25/19,INV18247,"Audio Enhancement TearDrop Microphone Kit - Teacher Mic Kit - Includes teardrop microphone, 1 AA Battery, and Charger (KIT)",1,$150.00,$150.00,NV,Damonte Ranch High School,Washoe County School District,2019,,,
Invoice,4/4/19,INV18332,"Audio Enhancement TearDrop Microphone Kit - Teacher Mic Kit - Includes teardrop microphone, 1 AA Battery, and Charger (KIT)",1,$150.00,$150.00,NV,Damonte Ranch High School,Washoe County School District,2019,,,
Invoice,10/9/19,INV18808,Thomas Jefferson Remove district flat screen and mount. 30 minutes 3 techs.,1,$150.00,$150.00,WA,Federal Way Public Schools,Federal Way Public Schools,2019,,,
Invoice,1/2/19,INV18154,Washoe County SD lead peocedures,1,$150.00,$150.00,NV,Academy Of Arts Careers & Tech,COMPANY,2019,,,
Invoice,1/4/19,INV18159,Washoe County SD lead procedure,1,$150.00,$150.00,NV,Spanish Springs Elementary School,Washoe County School District,2019,,,
Invoice,10/7/19,INV18794,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,Desert Heights Elementary School,Washoe County School District,2019,,,
Invoice,1/14/19,INV18174,Washoe County SD lead procedures,1,$150.00,$150.00,NV,Florence Drake Elementary School,Washoe County School District,2019,,,
Invoice,10/17/19,INV18823,Washoe County SD lead procedures,1,$150.00,$150.00,NV,Incline Elementary School,Washoe County School District,2019,,,
Invoice,6/26/19,INV18506,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,Miguel Sepulveda Elem School,Washoe County School District,2019,,,
Invoice,8/15/19,INV18627,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,Nancy Gomes Elementary School,Washoe County School District,2019,,,
Invoice,4/10/19,INV18344,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,North Valleys High School,Washoe County School District,2019,,,
Invoice,1/30/19,INV18192,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,Peavine Elementary School,Washoe County School District,2019,,,
Invoice,5/6/19,INV18391,Washoe County SD lead procedures,1,$150.00,$150.00,NV,Peavine Elementary School,Washoe County School District,2019,,,
Invoice,3/12/19,INV18273,Washoe County SD Lead procedures,1,$150.00,$150.00,NV,Winnemucca Elementary School,Washoe County School District,2019,,,
Invoice,3/20/19,INV18294,Washoe County SD Lead procedures. We will not be invoicing for 1 of the Lead Procedures.,1,$150.00,$150.00,NV,Anderson Elementary School,Washoe County School District,2019,,,
Invoice,10/21/19,INV18828,Washoe county SD Lead/ ASB procedures,1,$150.00,$150.00,NV,Edwin Dodson Elementary School,Washoe County School District,2019,,,
Invoice,4/8/19,INV18337,Washoe Lead procedures,1,$150.00,$150.00,NV,Yvonne Shaw Middle School,Washoe County School District,2019,,,
Invoice,2/1/19,INV18213,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,3,$49.99,$149.97,CA,Eastside High School,PRIVATE,2019,,,
Invoice,9/17/19,INV18728,Promethean ActivSoundBar - For use with current versions of ActivBoard Touch & ActivPanel. Mounting brackets included.,1,$149.00,$149.00,WA,Aki Kurose Middle School,Seattle Public Schools,2019,,,
Invoice,10/3/19,INV18790,Promethean ActivSoundBar - For use with current versions of ActivBoard Touch & ActivPanel. Mounting brackets included.,1,$149.00,$149.00,NV,Dayton High School,Lyon County School District,2019,,,
Invoice,4/22/19,INV18357,Promethean ActivSoundBar - For use with current versions of ActivBoard Touch & ActivPanel. Mounting brackets included.,1,$149.00,$149.00,CA,Robertson High School,Fremont Unified School District,2019,,,
Invoice,3/18/19,INV18292,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",2,$74.00,$148.00,CA,Heritage Oak Private Education,PRIVATE,2019,,,
Invoice,3/4/19,INV18261,ACT Professional Installation of existing SMART EST Projector on Universal Projector Mount (provided by PC) Room #201,1,$145.00,$145.00,CA,Pomona Catholic,PRIVATE,2019,,,
Invoice,2/27/19,INV18253,"Salamader Rack Mount Bracket, Vertical Wall or Post",1,$142.66,$142.66,WA,Snohomish County PUD,OTHER,2019,,,
Invoice,2/12/19,INV18231,"Salamander Rack Mount Bracket, Vertical Wall or Post",1,$142.66,$142.66,WA,Snohomish County PUD,OTHER,2019,,,
Invoice,8/23/19,INV18660,AE Pre-Programming of Network Device,5,$28.00,$140.00,WA,Tenino High School,Tenino School District,2019,,,
Invoice,5/16/19,INV18409,Padcaster Parrot Teleprompter Kit,1,$139.00,$139.00,CA,Calexico Unified School District,Calexico Unified School District,2019,,,
Invoice,7/15/19,INV18529,"Speaker, CS-12, Ceiling Speaker, Plenum Rated Back Can",2,$69.00,$138.00,WA,The Northwest School,PRIVATE,2019,,,
Invoice,10/2/19,INV18787,ActivPen4 nibs2 - For ActivPen with date code (on back of pen) of 11/10 and newer .100 (pack),1,$129.00,$129.00,NV,Silver Lake Elementary School,Washoe County School District,2019,,,
Invoice,12/17/19,INV18961,Rainier Hand Control,1,$129.00,$129.00,CA,Chowchilla Elementary School District,Chowchilla Elementary School District,2019,,,
Invoice,10/1/19,INV18783,Connect existing tech equipment in P198 and test system.,1,$125.00,$125.00,WA,Juanita High School,Lake Washington School District 414,2019,,,
Invoice,7/30/19,INV18577,Service Adjust ceiling mounted projector as best that can be at current location. Will not move ceiling mount. Room 237,1,$125.00,$125.00,NV,Edward Pine Middle School,Washoe County School District,2019,,,
Invoice,12/17/19,INV18958,BoxLight remote for Cambridge and P9 series,2,$60.00,$120.00,WA,Chestnut Hill Academy,PRIVATE,2019,,,
Invoice,8/23/19,INV18660,AE Telephone Grandstream GXP2130 Enterprise Phone with 2.8inch Color Display,1,$115.00,$115.00,WA,Tenino High School,Tenino School District,2019,,,
Invoice,8/22/19,INV18654,PRM-32-35 replacement lamp. Room 107,1,$112.00,$112.00,NV,Silver Stage Middle School,Lyon County School District,2019,,,
Invoice,11/18/19,INV18897,PRM-32-35 replacement lamp. Shipping included,1,$112.00,$112.00,NV,Depoali Middle School,Washoe County School District,2019,,,
Invoice,8/22/19,INV18654,Promethean PRM-45 replacement lamp. Also for PRM-45A projector. For Room 111,1,$112.00,$112.00,NV,Silver Stage Middle School,Lyon County School District,2019,,,
Invoice,5/7/19,INV18392,NEC NP18LP Projector lamp,1,$105.00,$105.00,CA,Bret Harte Union High School District,Bret Harte Union High School District,2019,,,
Invoice,8/22/19,INV18655,AE Enclosed Wall Mount Box (kit),1,$100.00,$100.00,WA,Monroe High School,Monroe School District 103,2019,,,
Invoice,10/9/19,INV18808,Federal Way High School Remove the district flat screen TV and mount. 30 minutes 3 techs.,1,$100.00,$100.00,WA,Federal Way Public Schools,Federal Way Public Schools,2019,,,
Invoice,4/24/19,INV18366,"Promethean pen for ActivPanel V6 86"" (Thick nib)",10,$10.00,$100.00,WA,Mukilteo School District 6,Mukilteo School District 6,2019,,,
Invoice,10/7/19,INV18801,BUFFALO MiniStation HD-PCF2.0U3BD - Hard drive - 2 TB - external (portable) - USB 3.0,1,$99.99,$99.99,WA,Kidder Mathews,COMPANY,2019,,,
Invoice,12/17/19,INV18953,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,2,$49.99,$99.98,CA,Antelope Valley High School District,Antelope Valley High School District,2019,,,
Invoice,3/11/19,INV18265,LENOVO : Lenovo Essential Wireless Keyboard and Mouse Combo - US English,2,$49.99,$99.98,CA,Desert Pathways High School,Antelope Valley High School District,2019,,,
Invoice,10/24/19,INV18842,ActivConnect OPS - AP PC for Android.,1,$99.00,$99.00,CA,Pomona Catholic,PRIVATE,2019,,,
Invoice,5/23/19,INV18427,BenQ MW826ST Replacement Lamp,1,$99.00,$99.00,CA,Kennedy Elementary School,Dinuba Unified School District,2019,,,
Invoice,10/2/19,INV18787,"ActivPen Student 50 -2 Pack - for use with 100, 300 & 300 Pro and 500 Pro ranges",1,$98.00,$98.00,NV,Silver Lake Elementary School,Washoe County School District,2019,,,
Invoice,2/25/19,INV18247,Audio Enhancement USB cable for microphone charger.,8,$11.88,$95.04,NV,Damonte Ranch High School,Washoe County School District,2019,,,
Invoice,2/1/19,INV18216,"CITC PASCO: ACT Cables with Sock: Includes the following items: 15' HDMI Cable 15' USB Cable 15"" Cable Sock Zip Ties Zip Tie Wall base",1,$95.00,$95.00,WA,Construction Industry Training Council,COMPANY,2019,,,
Invoice,2/1/19,INV18215,"CITC VANCOUVER : ACT Cables with Sock: Includes the following items: 15' HDMI Cable 15' USB Cable 15"" Cable Sock Zip Ties Zip Tie Wall base",1,$95.00,$95.00,WA,Construction Industry Training Council,COMPANY,2019,,,
Invoice,10/21/19,INV18829,Installation of pull down screen,1,$95.00,$95.00,WA,The Northwest School,PRIVATE,2019,,,
Invoice,10/17/19,INV18825,Audio Enhancement 6' USB 2.0 A male to micro-USB B male for XD mics.,20,$4.60,$92.00,WA,Lake Washington School District 414,Lake Washington School District 414,2019,,,
Invoice,12/12/19,INV18943,SMART Learning Suite 4yr Extended Software Maintenance. State Contract Reference Pricing from: State Contract OETC 15R-005-Classroom-Visual: 1 yr extended software price: $49 3 yr extended software price: $119 **Smart Special Pricing #7504** .,1,$89.00,$89.00,WA,Dieringer School District 343,Dieringer School District 343,2019,,,
Invoice,9/19/19,INV18750,SMART Learning Suite 2yr extended software Maintenance. Priced per quantity.,1,$88.20,$88.20,WA,Covenant High School,PRIVATE,2019,,,
Invoice,9/16/19,INV18716,SMART Learning Suite 2yr extended software Maintenance. Priced per quantity.,1,$88.20,$88.20,WA,Kellogg Middle School,Shoreline Public Schools,2019,,,
Invoice,8/12/19,INV18603,SMART Learning Suite 2yr extended software Maintenance. Priced per quantity. NC-2ADAN-CEDF8-RQEY3-ACDSA-AAA,1,$88.20,$88.20,WA,Olympia School District,Olympia School District,2019,,,
Invoice,10/24/19,INV18844,KanexPro De-Embedder w/ 3D Support,1,$85.99,$85.99,WA,Lakewood School District 306,Lakewood School District 306,2019,,,
Invoice,2/1/19,INV18202,"ACT to clean projector filter, and vacuum projector without dismantling projector. **If Boxlight Support Allows: ACT will remove current bulb and cage, replace bulb into cage and reinstall into projector",1,$85.00,$85.00,WA,Marysville School District 25,Marysville School District 25,2019,,,
Invoice,1/24/19,INV18188,Remove existing projector and boom from designated classroom. ACT will remove and place projector and boom in a location designated by customer.,1,$85.00,$85.00,WA,Charles Wright Academy,PRIVATE,2019,,,
Invoice,10/7/19,INV18793,Airtame 2 Ethernet Adapter - AT-ETH Reference: DigitalEdg D112-D A2 Ethernet Adapter Price: $19.80,5,$16.99,$84.95,WA,Marysville School District 25,Marysville School District 25,2019,,,
Invoice,12/5/19,INV18925,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,1,$79.99,$79.99,CA,Antelope Valley High School District,Antelope Valley High School District,2019,,,
Invoice,2/1/19,INV18210,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,1,$79.99,$79.99,CA,Palmdale High School,Antelope Valley High School District,2019,,,
Invoice,5/20/19,INV18416,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,1,$79.99,$79.99,CA,Palmdale High School,Antelope Valley High School District,2019,,,
Invoice,4/17/19,INV18352,Logitech HD Pro Webcam C920. Web camera - color - 1920 x 1080 - audio - USB 2.0 - H.264,1,$79.99,$79.99,,Quartz Hill High School,Antelope Valley High School District,2019,,,
Invoice,11/7/19,INV18876,Airtame 2 Ethernet Adapter - AT-ETH,4,$19.99,$79.96,WA,Lakewood School District 306,Lakewood School District 306,2019,,,
Invoice,5/7/19,INV18396,AE Wall Mount Power Supply - 24VDC 2A,1,$79.00,$79.00,WA,Shelton School District 309,Shelton School District 309,2019,,,
Invoice,6/11/19,INV18453,UNPLUGD for ProColor Series 2 (XX2) panel,1,$79.00,$79.00,WA,Associated Earth Sciences Inc.,COMPANY,2019,,,
Invoice,9/4/19,INV18694,UNPLUGD for ProColor Series 2 (XX2) panel. **Please email activation code to Keith Welton at weltonk@monroe.wednet.edu**,1,$79.00,$79.00,WA,Monroe High School,Monroe School District 103,2019,,,
Invoice,10/8/19,INV18803,"Teacher ActivPen 50 - 2 pack for use with 100, 300 & 300 Pro and 500 Pro ranges.",1,$78.00,$78.00,NV,Veterans Memorial Elementary School,Washoe County School District,2019,,,
Invoice,4/3/19,INV18325,1:2 splitter for HDMI with Ultra HD 4K support that reliably distributes one HDMI source signal to two HDMI outputs.,1,$73.22,$73.22,WA,Lakewood High School,Lakewood School District 306,2019,,,
Invoice,9/26/19,INV18764,Lenovo Tiny VESA Mount II- system mounting bracket. System mounting bracket - for ThinkCentre M700; M715q; M72e; M900; M92; M92p; M93p,4,$17.57,$70.28,CA,Eastside High School,PRIVATE,2019,,,
Invoice,2/20/19,INV18243,"Boxlight Dallas 710 Remote - P-8, P-10, Dallas WX31NST Replacement Remote",1,$70.00,$70.00,CA,Riverside Unified School District,Riverside Unified School District,2019,,,
Invoice,7/30/19,INV18580,SMART Learning Suite 4yr Subscription. Priced per quantity,1,$69.84,$69.84,OR,Federal Way Public Schools,Federal Way Public Schools,2019,,,
Invoice,7/30/19,INV18583,SMART Learning Suite 4yr Subscription. Priced per quantity,1,$69.84,$69.84,OR,Federal Way Public Schools,Federal Way Public Schools,2019,,,
Invoice,7/30/19,INV18581,SMART Learning Suite 4yr Subscription. Priced per quantity,1,$69.84,$69.84,OR,Federal Way Public Schools,Federal Way Public Schools,2019,,,
Invoice,7/30/19,INV18582,SMART Learning Suite 4yr Subscription. Priced per quantity,1,$69.84,$69.84,OR,Federal Way Public Schools,Federal Way Public Schools,2019,,,
Invoice,5/28/19,INV18430,VTP-65 Wall Mount bracket,1,$69.00,$69.00,NV,University of Nevada Reno,COLLEGE,2019,,,
Invoice,10/7/19,INV18801,SMART Learning Suite 2yr extended software Maintenance. Priced per quantity.,1,$62.10,$62.10,WA,Kidder Mathews,COMPANY,2019,,,
Invoice,2/1/19,INV18213,"6 Outlet Slim Power Surge Protector - 1080 Joules. 4 foot power cord. Coaxial/RF line protection. 2-in-1 power/circuit breaker switch. Built-in EMI/RFI filter 15A, 1800 watts capacity. UL/cUL rated",3,$19.99,$59.97,CA,Eastside High School,PRIVATE,2019,,,
